child_id,trial_id,scen_id,scen_name,feedback_type,in_sp,in_ex,in_sa,in_ap,in_tp,initial_pq,re_sp,re_ex,re_sa,re_ap,re_tp,revised_pq,perct_moti,perct_help
45,6,5,Videos drehen,dialogic,1,1,0,1,1,4,1,1,1,1,1,5,4,3
46,1,3,Bild Zeichnen,dialogic,1,1,1,1,1,5,1,1,1,1,1,5,4,4
46,2,4,Hund ausführen,dialogic,1,1,0,1,1,4,1,1,1,1,1,5,3,4
46,3,6,Pflanzen gießen,instructive,1,1,0,1,1,4,1,1,1,1,1,5,2,3
46,4,2,Geschichten schreiben,instructive,0,0,0,0,0,0,1,1,0,1,1,4,3,3
46,5,5,Videos drehen,dialogic,0,1,0,0,0,1,0,1,0,1,0,2,3,3
46,6,1,Programmieren lernen,instructive,0,0,0,0,0,0,1,1,1,1,0,4,1,1
47,1,5,Videos drehen,dialogic,1,1,0,1,1,4,1,1,1,1,1,5,3,3
47,2,2,Geschichten schreiben,dialogic,0,1,0,0,0,1,1,1,1,1,1,5,4,3
47,3,1,Programmieren lernen,instructive,0,1,0,1,0,2,0,1,0,1,0,2,1,2
47,4,3,Bild Zeichnen,dialogic,1,1,1,1,0,4,1,1,1,1,1,5,3,4
47,5,6,Pflanzen gießen,instructive,1,1,1,1,1,5,1,1,1,1,1,5,2,2
47,6,4,Hund ausführen,instructive,1,1,0,1,0,3,1,1,0,1,1,4,2,2
48,1,6,Pflanzen gießen,instructive,0,1,0,0,0,1,1,1,0,0,1,3,3,3
48,2,5,Videos drehen,instructive,0,0,0,0,0,0,0,0,0,0,0,0,2,1
48,3,1,Programmieren lernen,instructive,1,1,1,1,1,5,1,1,1,1,1,5,3,3
48,4,2,Geschichten schreiben,dialogic,1,0,0,0,0,1,1,1,1,1,1,5,4,4
48,5,3,Bild Zeichnen,dialogic,1,1,1,1,1,5,1,1,1,1,1,5,4,4
48,6,4,Hund ausführen,dialogic,0,1,0,1,0,2,1,1,1,1,1,5,4,4
49,1,4,Hund ausführen,instructive,0,0,0,0,0,0,1,1,1,1,1,5,3,2
49,2,2,Geschichten schreiben,dialogic,0,0,0,0,0,0,1,1,0,0,1,3,3,3
49,3,1,Programmieren lernen,instructive,0,1,0,1,0,2,1,1,1,1,1,5,2,3
49,4,5,Videos drehen,instructive,0,0,0,0,0,0,1,1,1,1,1,5,3,3
49,5,3,Bild Zeichnen,dialogic,0,0,0,0,0,0,1,1,1,1,1,5,4,4
49,6,6,Pflanzen gießen,dialogic,0,0,0,0,0,0,0,1,0,1,0,2,3,3
50,1,2,Geschichten schreiben,instructive,0,1,0,0,0,1,1,1,1,1,1,5,3,2
50,2,1,Programmieren lernen,dialogic,1,1,0,0,0,2,1,1,0,1,0,3,3,3
50,3,3,Bild Zeichnen,dialogic,0,0,0,0,0,0,1,1,1,1,1,5,4,3
50,4,6,Pflanzen gießen,instructive,0,0,0,1,0,1,1,1,1,1,1,5,3,2
50,5,4,Hund ausführen,instructive,0,1,0,1,0,2,1,1,0,1,1,4,3,1
50,6,5,Videos drehen,dialogic,0,0,0,1,0,1,1,1,0,1,1,4,4,4
51,1,4,Hund ausführen,dialogic,1,1,0,0,1,3,1,1,0,1,1,4,3,4
51,2,3,Bild Zeichnen,instructive,0,0,0,0,0,0,1,1,0,1,1,4,1,1
51,3,1,Programmieren lernen,instructive,0,1,0,0,0,1,0,1,0,1,0,2,1,1
51,4,5,Videos drehen,dialogic,0,1,0,0,0,1,1,1,0,0,1,3,3,2
51,5,6,Pflanzen gießen,instructive,0,1,0,0,0,1,0,1,0,1,1,3,2,2
51,6,2,Geschichten schreiben,dialogic,0,1,0,0,0,1,0,1,0,0,0,1,3,2
52,1,2,Geschichten schreiben,instructive,0,1,0,0,0,1,1,1,1,1,1,5,3,4
52,2,6,Pflanzen gießen,instructive,1,1,0,1,1,4,1,1,1,1,1,5,4,4
52,3,5,Videos drehen,dialogic,0,0,0,0,0,0,1,1,0,1,1,4,2,2
52,4,3,Bild Zeichnen,dialogic,0,1,0,1,0,2,1,1,1,1,1,5,2,2
52,5,4,Hund ausführen,instructive,0,1,0,1,1,3,1,1,0,1,1,4,4,3
52,6,1,Programmieren lernen,dialogic,0,0,0,0,0,0,1,1,0,1,0,3,2,2
53,1,1,Programmieren lernen,instructive,0,0,0,0,0,0,0,0,0,0,0,0,3,4
53,2,4,Hund ausführen,dialogic,1,1,0,1,1,4,1,1,1,1,1,5,3,3
53,3,5,Videos drehen,instructive,0,0,0,0,0,0,1,1,0,1,1,4,3,3
53,4,6,Pflanzen gießen,instructive,0,0,0,0,0,0,1,1,1,1,1,5,4,3
53,5,2,Geschichten schreiben,dialogic,0,0,0,0,0,0,1,1,1,0,1,4,3,3
53,6,3,Bild Zeichnen,dialogic,0,0,0,0,0,0,0,1,1,1,0,3,1,1
54,1,6,Pflanzen gießen,dialogic,1,1,0,0,1,3,0,1,0,1,1,3,2,2
54,2,3,Bild Zeichnen,dialogic,0,0,0,0,0,0,1,1,0,1,1,4,1,1
54,3,2,Geschichten schreiben,dialogic,1,1,1,1,1,5,1,1,1,1,1,5,2,1
54,4,1,Programmieren lernen,instructive,0,0,0,0,0,0,1,1,0,1,1,4,3,3
54,5,4,Hund ausführen,instructive,0,1,0,0,0,1,1,1,0,1,0,3,3,3
54,6,5,Videos drehen,instructive,0,0,0,0,0,0,1,1,0,1,1,4,3,4
55,1,4,Hund ausführen,dialogic,0,1,0,0,0,1,1,1,1,1,1,5,2,1
55,2,3,Bild Zeichnen,instructive,1,1,0,1,1,4,1,1,1,1,1,5,4,4
55,3,1,Programmieren lernen,dialogic,1,1,0,1,1,4,1,1,1,1,1,5,3,3
55,4,6,Pflanzen gießen,dialogic,1,1,1,1,1,5,1,1,1,1,1,5,3,3
55,5,2,Geschichten schreiben,instructive,1,1,1,1,1,5,1,1,1,1,1,5,3,3
55,6,5,Videos drehen,instructive,1,1,0,1,1,4,1,1,1,1,1,5,4,3
56,1,2,Geschichten schreiben,instructive,0,0,0,0,0,0,1,1,0,1,0,3,3,3
56,2,4,Hund ausführen,dialogic,0,1,0,0,0,1,1,1,0,1,1,4,2,2
56,3,5,Videos drehen,dialogic,1,1,0,1,1,4,1,1,0,1,1,4,1,1
56,4,1,Programmieren lernen,instructive,0,1,0,1,0,2,1,1,0,1,1,4,3,3
56,5,6,Pflanzen gießen,instructive,1,1,0,0,1,3,1,1,1,1,1,5,4,3
56,6,3,Bild Zeichnen,dialogic,0,0,0,0,0,0,1,1,1,1,1,5,2,2
57,1,3,Bild Zeichnen,dialogic,0,0,0,0,0,0,1,1,1,1,1,5,4,4
57,2,5,Videos drehen,instructive,0,0,0,0,0,0,0,1,1,1,0,3,3,2
57,3,6,Pflanzen gießen,dialogic,1,1,0,0,1,3,1,1,1,0,1,4,4,4
57,4,2,Geschichten schreiben,instructive,0,0,0,0,0,0,1,1,1,1,0,4,2,2
57,5,4,Hund ausführen,instructive,0,1,0,1,0,2,0,1,0,1,1,3,2,2
57,6,1,Programmieren lernen,dialogic,1,0,0,0,0,1,1,1,0,1,1,4,4,3
58,1,6,Pflanzen gießen,dialogic,0,0,0,1,0,1,1,1,1,0,1,4,2,2
58,2,4,Hund ausführen,instructive,0,1,0,0,0,1,1,1,0,1,1,4,3,3
58,3,2,Geschichten schreiben,instructive,0,0,0,0,0,0,1,1,1,1,1,5,4,3
58,4,3,Bild Zeichnen,dialogic,0,0,0,1,0,1,1,1,1,0,1,4,2,1
58,5,1,Programmieren lernen,instructive,1,0,0,0,0,1,1,1,0,1,1,4,3,2
58,6,5,Videos drehen,dialogic,0,0,0,0,0,0,1,1,0,1,0,3,2,2
59,1,4,Hund ausführen,dialogic,0,0,0,0,0,0,1,1,0,1,1,4,3,3
59,2,6,Pflanzen gießen,dialogic,1,1,0,0,1,3,0,0,0,0,0,0,3,2
59,3,1,Programmieren lernen,instructive,1,1,1,0,0,3,1,1,1,1,1,5,2,2
59,4,5,Videos drehen,dialogic,1,1,0,1,1,4,1,1,1,0,1,4,3,3
59,5,2,Geschichten schreiben,instructive,1,1,0,1,1,4,1,1,0,1,1,4,2,2
59,6,3,Bild Zeichnen,instructive,1,1,0,1,1,4,1,1,0,1,1,4,2,3
60,1,6,Pflanzen gießen,dialogic,1,1,0,1,0,3,1,1,0,0,1,3,2,3
60,2,5,Videos drehen,instructive,1,1,1,1,1,5,1,1,1,1,1,5,4,4
60,3,3,Bild Zeichnen,dialogic,1,1,0,1,1,4,1,1,0,1,1,4,2,2
60,4,2,Geschichten schreiben,dialogic,1,0,0,0,1,2,1,1,1,1,1,5,3,2
60,5,4,Hund ausführen,instructive,1,1,1,1,1,5,1,1,1,1,1,5,4,4
60,6,1,Programmieren lernen,instructive,0,1,0,0,0,1,1,1,1,0,1,4,4,4
61,1,3,Bild Zeichnen,instructive,1,1,0,1,1,4,1,1,1,1,1,5,3,3
61,2,6,Pflanzen gießen,instructive,1,1,0,0,1,3,1,1,0,0,1,3,1,1
61,3,1,Programmieren lernen,dialogic,1,1,1,1,1,5,1,1,1,1,1,5,3,4
61,4,5,Videos drehen,dialogic,1,1,1,1,1,5,1,1,1,1,1,5,3,3
61,5,2,Geschichten schreiben,dialogic,0,0,0,0,0,0,0,1,0,1,0,2,2,3
61,6,4,Hund ausführen,instructive,1,1,1,1,1,5,1,1,1,1,1,5,2,1
62,1,1,Programmieren lernen,instructive,0,0,0,0,0,0,1,1,0,1,1,4,1,2
62,2,2,Geschichten schreiben,instructive,0,1,0,1,0,2,1,1,0,1,0,3,2,3
62,3,4,Hund ausführen,dialogic,0,1,0,0,0,1,0,1,0,1,1,3,3,3
62,4,3,Bild Zeichnen,dialogic,1,1,0,0,1,3,1,1,1,1,1,5,4,4
62,5,6,Pflanzen gießen,instructive,0,1,0,1,1,3,0,1,0,1,1,3,1,1
62,6,5,Videos drehen,dialogic,1,1,1,1,1,5,1,1,1,1,1,5,4,4
63,1,4,Hund ausführen,dialogic,1,1,0,1,0,3,0,0,0,0,0,0,2,1
63,2,5,Videos drehen,instructive,0,1,0,1,0,2,1,1,0,1,0,3,3,3
63,3,6,Pflanzen gießen,dialogic,0,1,0,1,0,2,1,1,1,1,1,5,2,3
63,4,3,Bild Zeichnen,dialogic,1,1,1,1,1,5,1,1,1,1,1,5,3,3
63,5,2,Geschichten schreiben,instructive,1,1,0,1,0,3,1,1,1,1,1,5,3,3
63,6,1,Programmieren lernen,instructive,1,1,1,1,1,5,1,1,1,1,1,5,3,4
64,1,2,Geschichten schreiben,instructive,0,0,0,0,0,0,1,1,1,1,1,5,2,2
64,2,5,Videos drehen,instructive,0,1,0,1,0,2,0,1,0,1,1,3,2,2
64,3,4,Hund ausführen,dialogic,0,1,0,1,0,2,1,1,0,1,1,4,3,4
64,4,6,Pflanzen gießen,dialogic,0,0,0,1,0,1,0,1,0,0,0,1,3,3
64,5,3,Bild Zeichnen,dialogic,0,0,0,0,0,0,1,1,1,1,1,5,3,4
64,6,1,Programmieren lernen,instructive,0,0,0,0,0,0,1,1,1,1,1,5,3,2
65,1,6,Pflanzen gießen,dialogic,0,1,0,1,1,3,1,1,0,1,1,4,3,3
65,2,3,Bild Zeichnen,dialogic,0,0,0,0,0,0,1,1,0,1,1,4,3,3
65,3,2,Geschichten schreiben,dialogic,1,1,1,1,1,5,1,1,1,1,1,5,3,3
65,4,1,Programmieren lernen,instructive,1,1,0,0,0,2,1,1,0,1,1,4,1,1
65,5,4,Hund ausführen,instructive,0,0,0,0,0,0,0,0,0,0,0,0,1,1
65,6,5,Videos drehen,instructive,0,0,0,0,0,0,0,1,0,1,0,2,2,1
66,1,3,Bild Zeichnen,instructive,1,1,1,0,0,3,1,1,1,1,1,5,3,3
66,2,4,Hund ausführen,dialogic,1,1,1,1,0,4,1,1,0,1,1,4,4,3
66,3,6,Pflanzen gießen,dialogic,1,1,1,1,1,5,1,1,1,1,1,5,4,3
66,4,1,Programmieren lernen,dialogic,0,1,0,1,0,2,1,1,1,1,1,5,4,2
66,5,5,Videos drehen,instructive,0,1,0,1,0,2,1,1,1,1,1,5,3,3
66,6,2,Geschichten schreiben,instructive,1,1,1,1,1,5,1,1,1,1,1,5,1,1
67,1,1,Programmieren lernen,instructive,1,1,1,1,1,5,1,1,1,1,1,5,3,4
67,2,6,Pflanzen gießen,instructive,0,0,0,0,0,0,1,1,0,0,1,3,3,3
67,3,2,Geschichten schreiben,dialogic,0,0,0,0,0,0,1,1,1,1,0,4,3,2
67,4,5,Videos drehen,dialogic,0,0,0,0,0,0,0,1,0,0,0,1,2,1
67,5,3,Bild Zeichnen,instructive,0,0,0,0,0,0,1,1,1,1,1,5,3,3
67,6,4,Hund ausführen,dialogic,0,1,0,1,0,2,1,1,1,1,1,5,3,2
68,1,3,Bild Zeichnen,dialogic,0,1,0,1,0,2,1,1,1,1,1,5,4,3
68,2,1,Programmieren lernen,instructive,0,1,0,1,0,2,1,1,1,1,1,5,2,1
68,3,4,Hund ausführen,instructive,0,1,0,1,0,2,0,1,0,1,0,2,2,2
68,4,6,Pflanzen gießen,instructive,0,1,0,0,0,1,1,1,1,1,1,5,2,3
68,5,5,Videos drehen,dialogic,0,1,0,0,0,1,1,1,1,1,1,5,4,4
68,6,2,Geschichten schreiben,dialogic,0,1,0,0,0,1,1,1,1,1,1,5,4,4
69,1,1,Programmieren lernen,dialogic,0,1,0,0,0,1,1,1,1,1,1,5,2,2
69,2,5,Videos drehen,dialogic,0,0,0,0,0,0,1,1,0,1,1,4,2,2
69,3,3,Bild Zeichnen,dialogic,0,1,0,0,1,2,1,1,1,1,1,5,2,2
69,4,6,Pflanzen gießen,instructive,0,1,0,1,0,2,1,1,0,1,1,4,4,3
69,5,2,Geschichten schreiben,instructive,1,1,1,0,0,3,1,1,1,1,1,5,4,4
69,6,4,Hund ausführen,instructive,0,1,0,1,1,3,1,1,1,0,1,4,3,3
70,1,4,Hund ausführen,instructive,0,0,0,0,0,0,0,0,0,0,0,0,1,2
70,2,5,Videos drehen,dialogic,1,0,0,1,1,3,1,1,1,1,1,5,3,4
70,3,3,Bild Zeichnen,instructive,1,0,0,1,1,3,1,1,1,1,1,5,2,2
70,4,1,Programmieren lernen,dialogic,1,1,1,1,1,5,1,1,1,1,1,5,3,3
70,5,6,Pflanzen gießen,dialogic,1,1,1,1,1,5,1,1,1,1,1,5,4,4
70,6,2,Geschichten schreiben,instructive,0,1,0,0,0,1,1,1,0,1,0,3,2,2
71,1,6,Pflanzen gießen,dialogic,1,1,0,1,1,4,1,1,1,1,1,5,3,2
71,2,1,Programmieren lernen,instructive,0,0,0,0,1,1,1,1,1,1,1,5,3,4
71,3,3,Bild Zeichnen,instructive,0,0,0,0,0,0,1,1,0,1,1,4,4,4
71,4,2,Geschichten schreiben,instructive,1,1,1,1,1,5,1,1,1,1,1,5,4,4
71,5,4,Hund ausführen,dialogic,1,1,1,1,1,5,1,1,1,1,1,5,2,2
71,6,5,Videos drehen,dialogic,1,1,0,1,1,4,1,1,1,1,1,5,2,2
72,1,3,Bild Zeichnen,dialogic,0,1,0,1,0,2,1,1,0,1,0,3,2,2
72,2,4,Hund ausführen,dialogic,0,1,0,1,0,2,0,1,0,1,1,3,2,2
72,3,2,Geschichten schreiben,instructive,0,1,0,1,0,2,0,1,0,1,1,3,4,3
72,4,1,Programmieren lernen,instructive,1,1,0,1,1,4,1,1,1,1,1,5,3,4
72,5,6,Pflanzen gießen,instructive,1,1,0,0,1,3,1,1,1,1,1,5,4,4
72,6,5,Videos drehen,dialogic,0,1,0,1,0,2,0,1,0,1,1,3,2,2
73,1,2,Geschichten schreiben,instructive,1,1,0,1,1,4,1,1,0,1,1,4,4,4
73,2,6,Pflanzen gießen,dialogic,1,1,1,1,1,5,1,1,0,1,1,4,2,3
73,3,3,Bild Zeichnen,instructive,0,1,0,1,0,2,1,1,1,1,1,5,3,3
73,4,1,Programmieren lernen,instructive,0,1,0,1,0,2,1,1,1,1,1,5,4,3
73,5,4,Hund ausführen,dialogic,1,1,1,1,1,5,1,1,1,1,1,5,1,1
73,6,5,Videos drehen,dialogic,0,0,0,0,0,0,1,1,1,1,1,5,2,2
74,1,2,Geschichten schreiben,instructive,0,0,0,0,0,0,1,1,1,1,1,5,4,3
74,2,4,Hund ausführen,dialogic,1,1,0,0,1,3,1,1,1,0,1,4,2,3
74,3,1,Programmieren lernen,dialogic,0,0,0,0,0,0,1,1,0,1,0,3,1,1
74,4,3,Bild Zeichnen,dialogic,0,1,0,0,0,1,1,1,0,1,0,3,2,2
74,5,5,Videos drehen,instructive,0,1,0,0,0,1,1,1,1,0,1,4,3,2
74,6,6,Pflanzen gießen,instructive,1,1,1,1,1,5,1,1,1,1,1,5,4,3
75,1,2,Geschichten schreiben,dialogic,0,0,0,0,0,0,0,1,0,1,1,3,2,2
75,2,3,Bild Zeichnen,instructive,0,1,0,1,0,2,1,1,0,1,0,3,4,3
75,3,6,Pflanzen gießen,dialogic,0,0,0,0,0,0,0,1,0,1,0,2,2,1
75,4,5,Videos drehen,dialogic,0,1,0,1,0,2,1,1,0,1,1,4,2,2
75,5,4,Hund ausführen,instructive,0,0,0,0,0,0,0,1,0,1,0,2,3,3
75,6,1,Programmieren lernen,instructive,0,0,0,0,0,0,1,1,0,1,1,4,4,3
76,1,1,Programmieren lernen,dialogic,1,1,1,1,1,5,1,1,1,1,1,5,2,2
76,2,6,Pflanzen gießen,instructive,1,1,1,1,1,5,1,1,1,1,1,5,4,4
76,3,3,Bild Zeichnen,dialogic,0,0,0,0,0,0,1,1,0,1,1,4,2,1
76,4,4,Hund ausführen,dialogic,0,0,0,0,0,0,1,1,1,1,0,4,1,2
76,5,5,Videos drehen,instructive,1,1,0,1,1,4,1,1,1,1,1,5,4,3
76,6,2,Geschichten schreiben,instructive,1,1,0,1,1,4,1,1,1,1,1,5,3,3
77,1,6,Pflanzen gießen,instructive,0,1,0,0,0,1,1,1,1,1,1,5,3,4
77,2,3,Bild Zeichnen,instructive,0,0,0,0,0,0,1,1,1,1,1,5,4,4
77,3,4,Hund ausführen,dialogic,1,0,0,1,0,2,1,1,1,1,1,5,2,3
77,4,2,Geschichten schreiben,dialogic,1,1,1,0,0,3,1,1,1,1,1,5,3,2
77,5,5,Videos drehen,dialogic,1,1,0,0,0,2,1,1,1,1,1,5,2,2
77,6,1,Programmieren lernen,instructive,0,0,0,0,0,0,1,1,1,1,1,5,4,3
78,1,5,Videos drehen,dialogic,1,1,0,1,1,4,1,1,1,1,1,5,2,2
78,2,3,Bild Zeichnen,instructive,1,1,0,1,0,3,1,1,0,1,1,4,4,3
78,3,4,Hund ausführen,instructive,1,1,0,1,0,3,1,1,0,1,1,4,2,2
78,4,2,Geschichten schreiben,dialogic,0,0,0,0,0,0,1,1,1,1,1,5,4,3
78,5,6,Pflanzen gießen,instructive,1,1,0,1,1,4,1,1,0,1,1,4,4,4
78,6,1,Programmieren lernen,dialogic,0,0,0,0,0,0,1,1,0,1,1,4,2,2
79,1,2,Geschichten schreiben,dialogic,1,1,1,1,1,5,1,1,1,1,1,5,4,4
79,2,5,Videos drehen,dialogic,0,0,0,0,0,0,1,1,1,1,0,4,4,3
79,3,4,Hund ausführen,instructive,0,0,0,0,0,0,0,1,0,1,1,3,3,2
79,4,6,Pflanzen gießen,dialogic,1,1,1,1,0,4,1,1,1,1,1,5,4,4
79,5,1,Programmieren lernen,instructive,1,1,0,0,0,2,1,1,1,1,1,5,3,3
79,6,3,Bild Zeichnen,instructive,0,1,0,0,0,1,1,1,1,1,1,5,3,2
80,1,5,Videos drehen,instructive,1,1,1,1,1,5,1,1,1,1,1,5,2,2
80,2,1,Programmieren lernen,instructive,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,2,1
80,3,4,Hund ausführen,dialogic,0,0,0,0,0,0,0,0,0,0,0,0,3,3
80,4,3,Bild Zeichnen,dialogic,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,3
80,5,2,Geschichten schreiben,dialogic,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,4
80,6,6,Pflanzen gießen,instructive,0,1,0,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,2,2
81,1,5,Videos drehen,dialogic,0,0,0,0,0,0,1,1,0,1,1,4,3,3
81,2,4,Hund ausführen,dialogic,0,1,0,1,0,2,0,1,0,1,1,3,4,4
81,3,1,Programmieren lernen,dialogic,1,1,0,0,0,2,1,1,0,1,0,3,3,3
81,4,3,Bild Zeichnen,instructive,0,0,0,0,0,0,1,1,0,1,0,3,2,2
81,5,2,Geschichten schreiben,instructive,0,0,0,0,0,0,1,1,1,1,1,5,2,2
81,6,6,Pflanzen gießen,instructive,0,1,0,1,1,3,1,1,1,1,1,5,3,3
82,1,5,Videos drehen,instructive,0,0,0,0,0,0,0,1,0,1,1,3,3,3
82,2,3,Bild Zeichnen,instructive,0,0,0,0,0,0,0,1,0,1,0,2,2,2
82,3,1,Programmieren lernen,dialogic,0,0,0,0,0,0,1,1,0,1,0,3,4,4
82,4,4,Hund ausführen,dialogic,0,1,0,1,0,2,1,1,0,1,1,4,4,4
82,5,6,Pflanzen gießen,dialogic,0,0,0,0,0,0,1,1,0,1,1,4,4,4
82,6,2,Geschichten schreiben,instructive,0,1,0,1,1,3,1,1,1,1,1,5,2,3
83,1,5,Videos drehen,instructive,0,1,0,1,0,2,0,1,0,1,0,2,1,1
83,2,6,Pflanzen gießen,dialogic,0,1,0,1,0,2,1,1,1,1,1,5,3,4
83,3,2,Geschichten schreiben,dialogic,0,0,0,0,0,0,1,1,0,1,0,3,3,3
83,4,4,Hund ausführen,instructive,0,1,0,1,0,2,0,1,0,1,1,3,2,1
83,5,3,Bild Zeichnen,instructive,0,0,0,0,0,0,0,1,0,1,0,2,2,3
83,6,1,Programmieren lernen,dialogic,1,1,0,1,1,4,1,1,0,1,1,4,3,4
84,1,1,Programmieren lernen,dialogic,0,0,0,0,0,0,0,1,0,0,0,1,3,3
84,2,4,Hund ausführen,dialogic,0,0,0,0,0,0,0,0,0,0,0,0,3,3
84,3,5,Videos drehen,instructive,0,0,0,0,0,0,1,1,1,1,1,5,3,3
84,4,6,Pflanzen gießen,dialogic,1,1,0,1,1,4,1,1,1,1,1,5,4,3
84,5,2,Geschichten schreiben,instructive,0,1,0,1,1,3,1,1,0,1,0,3,2,2
84,6,3,Bild Zeichnen,instructive,0,0,0,0,0,0,1,1,0,1,1,4,1,1
85,1,6,Pflanzen gießen,dialogic,1,1,1,1,1,5,1,1,1,1,1,5,4,4
85,2,3,Bild Zeichnen,instructive,1,1,1,1,1,5,1,1,1,1,1,5,2,3
85,3,5,Videos drehen,instructive,1,1,1,1,1,5,1,1,1,1,1,5,3,2
85,4,2,Geschichten schreiben,dialogic,1,1,1,1,1,5,1,1,1,1,1,5,4,3
85,5,4,Hund ausführen,dialogic,0,1,0,0,1,2,1,1,1,1,1,5,3,4
85,6,1,Programmieren lernen,instructive,1,1,0,1,1,4,1,1,0,1,1,4,2,3
86,1,4,Hund ausführen,instructive,0,0,0,0,0,0,1,1,1,0,1,4,3,4
86,2,2,Geschichten schreiben,dialogic,0,1,0,0,0,1,1,1,1,0,1,4,2,2
86,3,5,Videos drehen,instructive,0,0,0,0,0,0,0,1,0,1,0,2,3,3
86,4,1,Programmieren lernen,dialogic,0,1,0,0,0,1,1,1,0,0,1,3,2,2
86,5,3,Bild Zeichnen,instructive,1,1,0,0,1,3,1,1,0,0,1,3,2,2
86,6,6,Pflanzen gießen,dialogic,1,1,0,0,1,3,1,1,0,0,1,3,1,1
87,1,2,Geschichten schreiben,dialogic,0,0,0,0,0,0,1,1,0,0,1,3,2,2
87,2,6,Pflanzen gießen,instructive,0,0,0,0,0,0,1,1,0,1,1,4,4,4
87,3,3,Bild Zeichnen,dialogic,0,0,0,0,0,0,1,1,0,0,1,3,2,2
87,4,1,Programmieren lernen,instructive,0,0,0,0,0,0,1,1,0,1,1,4,3,4
87,5,4,Hund ausführen,dialogic,1,1,1,1,1,5,1,1,1,1,1,5,2,2
87,6,5,Videos drehen,instructive,0,0,0,0,0,0,1,1,1,1,1,5,4,3
88,1,2,Geschichten schreiben,dialogic,0,0,0,0,0,0,1,1,1,1,0,4,3,2
88,2,1,Programmieren lernen,instructive,0,0,0,0,0,0,1,1,0,1,1,4,3,3
88,3,4,Hund ausführen,dialogic,0,0,0,0,0,0,0,1,0,1,0,2,1,2
88,4,3,Bild Zeichnen,instructive,0,1,0,1,0,2,0,1,0,1,1,3,3,4
88,5,5,Videos drehen,dialogic,0,0,0,0,0,0,1,1,1,0,1,4,3,2
88,6,6,Pflanzen gießen,instructive,0,0,0,1,0,1,0,1,0,1,1,3,4,4
89,1,3,Bild Zeichnen,dialogic,1,1,1,1,1,5,1,1,1,1,1,5,3,4
89,2,6,Pflanzen gießen,instructive,0,1,0,0,0,1,1,1,1,1,1,5,3,2
89,3,2,Geschichten schreiben,dialogic,0,0,0,0,0,0,1,1,1,1,1,5,3,3
89,4,1,Programmieren lernen,dialogic,0,0,0,0,0,0,1,1,0,1,1,4,4,3
89,5,4,Hund ausführen,instructive,0,0,0,0,0,0,0,1,0,1,0,2,2,2
89,6,5,Videos drehen,instructive,0,0,0,0,0,0,1,1,1,1,0,4,3,2
90,1,1,Programmieren lernen,dialogic,0,1,0,0,0,1,1,1,0,1,1,4,3,3
90,2,5,Videos drehen,dialogic,0,0,0,0,0,0,1,1,0,1,0,3,3,2
90,3,4,Hund ausführen,instructive,0,0,0,0,0,0,0,1,0,1,0,2,4,4
90,4,2,Geschichten schreiben,instructive,0,0,0,0,0,0,0,1,0,1,1,3,4,4
