child_id,trial_id,scen_id,scen_name,feedback_type,in_sp,in_ex,in_sa,in_ap,in_tp,initial_pq,re_sp,re_ex,re_sa,re_ap,re_tp,revised_pq,perct_moti,perct_help
90,5,6,Pflanzen gießen,instructive,1,1,0,1,1,4,1,1,0,1,1,4,4,4
90,6,3,Bild Zeichnen,dialogic,0,1,0,0,0,1,1,1,0,0,1,3,3,3
91,1,6,Pflanzen gießen,dialogic,0,0,0,1,0,1,1,1,1,1,1,5,3,3
91,2,3,Bild Zeichnen,dialogic,0,1,0,1,0,2,0,1,0,1,1,3,2,2
91,3,2,Geschichten schreiben,instructive,0,1,0,1,0,2,0,1,0,1,1,3,3,3
91,4,5,Videos drehen,instructive,1,1,1,1,1,5,1,1,1,1,1,5,4,4
91,5,1,Programmieren lernen,instructive,0,1,0,1,0,2,1,1,1,1,1,5,3,4
91,6,4,Hund ausführen,dialogic,1,1,1,0,1,4,1,1,1,1,1,5,2,2
92,1,5,Videos drehen,dialogic,0,0,0,0,0,0,1,1,1,1,1,5,3,3
92,2,6,Pflanzen gießen,dialogic,0,0,0,0,0,0,0,1,0,1,0,2,2,2
92,3,3,Bild Zeichnen,instructive,0,0,0,0,0,0,1,1,1,1,1,5,3,4
92,4,4,Hund ausführen,instructive,0,0,0,0,0,0,1,1,1,1,1,5,3,3
92,5,1,Programmieren lernen,instructive,1,1,0,0,0,2,1,1,0,1,1,4,3,4
92,6,2,Geschichten schreiben,dialogic,1,0,0,0,0,1,1,1,0,1,1,4,2,2
93,1,6,Pflanzen gießen,instructive,1,1,1,0,1,4,1,1,1,0,1,4,2,2
93,2,5,Videos drehen,dialogic,0,1,0,0,1,2,1,1,1,1,1,5,3,3
93,3,3,Bild Zeichnen,dialogic,1,1,1,1,1,5,1,1,1,1,1,5,4,4
93,4,2,Geschichten schreiben,instructive,1,1,1,1,1,5,1,1,1,1,0,4,2,2
93,5,1,Programmieren lernen,instructive,1,1,1,1,0,4,1,1,1,1,1,5,2,2
93,6,4,Hund ausführen,dialogic,1,1,1,1,0,4,1,1,1,1,0,4,3,3
94,1,5,Videos drehen,instructive,1,1,1,1,1,5,1,1,1,1,1,5,4,4
94,2,3,Bild Zeichnen,instructive,1,1,1,1,1,5,1,1,1,1,1,5,4,4
94,3,4,Hund ausführen,dialogic,1,1,1,1,1,5,1,1,1,1,1,5,2,2
94,4,2,Geschichten schreiben,dialogic,1,1,0,1,0,3,1,1,0,1,1,4,2,1
94,5,6,Pflanzen gießen,dialogic,0,1,0,1,1,3,1,1,1,1,1,5,1,1
94,6,1,Programmieren lernen,instructive,1,1,1,0,0,3,1,1,0,0,1,3,4,3
95,1,1,Programmieren lernen,dialogic,0,0,0,0,0,0,1,1,1,0,1,4,4,4
95,2,5,Videos drehen,dialogic,0,0,0,0,0,0,1,1,0,1,1,4,3,4
95,3,4,Hund ausführen,instructive,0,0,0,0,0,0,0,1,0,1,1,3,3,3
95,4,3,Bild Zeichnen,instructive,0,0,0,0,0,0,1,1,0,1,1,4,3,3
95,5,2,Geschichten schreiben,instructive,1,1,0,0,1,3,1,1,0,1,1,4,2,1
95,6,6,Pflanzen gießen,dialogic,0,0,0,0,0,0,1,1,0,1,1,4,4,3
96,1,2,Geschichten schreiben,dialogic,1,1,1,0,0,3,1,1,1,1,1,5,2,3
96,2,6,Pflanzen gießen,dialogic,1,1,1,1,1,5,1,1,1,1,1,5,2,3
96,3,1,Programmieren lernen,instructive,0,1,0,0,0,1,1,1,0,1,1,4,3,3
96,4,3,Bild Zeichnen,instructive,1,1,1,1,1,5,1,1,1,1,1,5,4,4
96,5,4,Hund ausführen,instructive,1,1,1,1,1,5,1,1,1,1,1,5,3,3
96,6,5,Videos drehen,dialogic,1,1,0,1,1,4,1,1,1,1,1,5,2,2
97,1,2,Geschichten schreiben,dialogic,0,0,0,0,0,0,1,1,0,1,1,4,3,2
97,2,1,Programmieren lernen,instructive,0,0,0,0,0,0,1,1,1,1,1,5,4,4
97,3,4,Hund ausführen,dialogic,0,0,0,0,0,0,1,1,0,1,1,4,2,2
97,4,5,Videos drehen,instructive,0,1,0,1,0,2,1,1,1,1,1,5,4,4
97,5,3,Bild Zeichnen,dialogic,0,1,0,1,0,2,0,1,0,1,1,3,3,2
97,6,6,Pflanzen gießen,instructive,1,1,0,0,1,3,1,1,1,1,1,5,4,3
98,1,6,Pflanzen gießen,dialogic,1,1,1,1,1,5,1,1,1,1,1,5,3,3
98,2,1,Programmieren lernen,instructive,0,0,0,0,0,0,1,1,1,1,1,5,3,2
98,3,4,Hund ausführen,dialogic,0,1,0,1,0,2,1,1,1,1,1,5,3,3
98,4,3,Bild Zeichnen,instructive,0,1,0,1,0,2,1,1,1,0,1,4,2,3
98,5,5,Videos drehen,instructive,0,1,0,0,0,1,1,1,0,1,1,4,2,2
98,6,2,Geschichten schreiben,dialogic,1,1,1,0,0,3,1,1,1,1,1,5,4,4
99,1,6,Pflanzen gießen,dialogic,0,1,0,0,0,1,1,1,1,1,1,5,3,2
99,2,1,Programmieren lernen,instructive,1,1,1,1,1,5,1,1,1,1,1,5,4,4
99,3,3,Bild Zeichnen,dialogic,0,1,0,0,0,1,1,1,1,1,1,5,3,1
99,4,4,Hund ausführen,instructive,0,1,0,1,0,2,1,1,1,1,1,5,4,3
99,5,2,Geschichten schreiben,instructive,0,0,0,0,0,0,1,1,1,1,1,5,3,4
99,6,5,Videos drehen,dialogic,0,0,0,0,0,0,1,1,0,1,1,4,3,3
100,1,3,Bild Zeichnen,instructive,0,0,0,0,0,0,1,1,1,1,1,5,4,3
100,2,6,Pflanzen gießen,dialogic,0,0,0,0,0,0,1,1,1,0,0,3,2,2
100,3,2,Geschichten schreiben,instructive,0,1,0,0,0,1,0,0,0,0,0,0,2,2
100,4,4,Hund ausführen,dialogic,0,0,0,0,0,0,0,1,0,1,1,3,2,2
100,5,5,Videos drehen,dialogic,0,0,0,0,0,0,0,1,1,1,0,3,2,2
100,6,1,Programmieren lernen,instructive,0,1,0,1,0,2,1,1,1,1,0,4,3,3
101,1,6,Pflanzen gießen,dialogic,1,1,0,1,1,4,1,1,0,1,1,4,2,2
101,2,5,Videos drehen,dialogic,0,0,0,0,0,0,0,1,0,1,0,2,2,3
101,3,2,Geschichten schreiben,instructive,0,0,0,0,0,0,1,1,0,1,1,4,4,3
101,4,4,Hund ausführen,instructive,1,1,0,0,0,2,1,1,0,1,0,3,3,3
101,5,1,Programmieren lernen,dialogic,1,1,0,0,1,3,1,1,0,1,1,4,2,2
101,6,3,Bild Zeichnen,instructive,0,1,0,1,1,3,1,1,1,1,1,5,4,4
102,1,6,Pflanzen gießen,instructive,0,1,0,1,0,2,0,1,0,0,0,1,2,2
102,2,4,Hund ausführen,dialogic,0,1,0,1,0,2,0,1,0,1,0,2,1,1
102,3,3,Bild Zeichnen,dialogic,0,1,0,0,0,1,1,1,0,0,1,3,1,1
102,4,1,Programmieren lernen,instructive,0,1,0,1,0,2,1,1,1,0,1,4,2,3
102,5,5,Videos drehen,dialogic,0,1,0,1,0,2,1,1,0,1,0,3,1,2
102,6,2,Geschichten schreiben,instructive,0,0,0,0,0,0,1,1,0,1,1,4,3,2
103,1,6,Pflanzen gießen,instructive,1,1,1,1,1,5,1,1,1,1,1,5,4,3
103,2,4,Hund ausführen,dialogic,0,0,0,0,0,0,1,1,1,1,1,5,3,3
103,3,2,Geschichten schreiben,instructive,1,1,1,1,1,5,1,1,1,1,1,5,4,4
103,4,3,Bild Zeichnen,dialogic,1,1,1,1,1,5,1,1,1,1,1,5,3,3
103,5,5,Videos drehen,dialogic,0,1,0,0,0,1,0,1,0,1,0,2,2,2
103,6,1,Programmieren lernen,instructive,0,0,0,0,0,0,0,1,0,1,0,2,4,3
104,1,4,Hund ausführen,dialogic,0,1,0,1,0,2,0,1,0,1,0,2,3,3
104,2,5,Videos drehen,dialogic,0,0,0,0,0,0,0,1,1,1,0,3,2,2
104,3,3,Bild Zeichnen,dialogic,0,0,0,0,0,0,1,1,0,1,1,4,2,2
104,4,1,Programmieren lernen,instructive,0,1,0,0,0,1,0,1,0,1,1,3,1,1
104,5,6,Pflanzen gießen,instructive,0,0,0,0,0,0,1,1,0,0,1,3,1,1
104,6,2,Geschichten schreiben,instructive,0,1,0,1,0,2,1,1,0,1,1,4,1,1
105,1,3,Bild Zeichnen,dialogic,0,0,0,0,0,0,1,1,0,1,0,3,1,1
105,2,4,Hund ausführen,dialogic,1,1,0,0,1,3,1,1,0,1,1,4,1,1
105,3,2,Geschichten schreiben,dialogic,0,0,0,0,0,0,1,1,0,1,0,3,1,1
105,4,6,Pflanzen gießen,instructive,1,1,0,0,1,3,1,1,0,1,1,4,4,4
105,5,5,Videos drehen,instructive,1,1,1,1,1,5,1,1,1,1,1,5,3,3
105,6,1,Programmieren lernen,instructive,1,1,0,1,0,3,1,1,0,1,1,4,3,4
106,1,4,Hund ausführen,dialogic,0,0,0,0,0,0,1,1,1,1,1,5,3,3
106,2,2,Geschichten schreiben,instructive,0,0,0,0,0,0,1,1,0,1,1,4,3,4
106,3,1,Programmieren lernen,instructive,1,1,1,0,1,4,1,1,1,0,1,4,3,3
106,4,6,Pflanzen gießen,dialogic,1,1,0,0,1,3,1,1,0,0,1,3,2,2
106,5,5,Videos drehen,dialogic,0,0,0,0,0,0,1,1,0,0,1,3,2,2
106,6,3,Bild Zeichnen,instructive,0,1,0,1,0,2,1,1,1,1,1,5,2,2
107,1,5,Videos drehen,instructive,0,0,0,0,0,0,0,0,0,0,0,0,3,2
107,2,2,Geschichten schreiben,instructive,0,0,0,0,0,0,1,1,0,0,0,2,3,3
107,3,6,Pflanzen gießen,dialogic,0,0,0,0,0,0,1,1,0,1,1,4,3,3
107,4,3,Bild Zeichnen,dialogic,0,0,0,1,0,1,0,1,1,1,0,3,4,3
107,5,1,Programmieren lernen,instructive,0,0,0,0,0,0,1,1,0,0,1,3,2,2
107,6,4,Hund ausführen,dialogic,0,1,0,1,1,3,0,1,0,1,1,3,4,4
108,1,1,Programmieren lernen,dialogic,1,1,1,1,1,5,1,1,1,1,1,5,2,1
108,2,5,Videos drehen,instructive,0,0,0,0,0,0,1,1,0,1,1,4,3,3
108,3,6,Pflanzen gießen,dialogic,1,1,1,0,0,3,1,1,1,0,0,3,2,1
108,4,3,Bild Zeichnen,dialogic,0,0,0,0,0,0,0,1,1,0,0,2,3,2
108,5,2,Geschichten schreiben,instructive,0,1,1,0,0,2,1,1,1,1,0,4,3,3
108,6,4,Hund ausführen,instructive,0,0,0,0,0,0,1,1,0,1,1,4,4,3
109,1,2,Geschichten schreiben,dialogic,0,0,0,0,0,0,0,1,0,1,0,2,2,2
109,2,4,Hund ausführen,dialogic,0,1,0,0,0,1,0,1,0,0,0,1,2,3
109,3,6,Pflanzen gießen,instructive,0,0,0,0,0,0,1,1,0,0,1,3,3,4
109,4,5,Videos drehen,instructive,0,1,0,0,0,1,1,1,0,0,1,3,3,4
109,5,3,Bild Zeichnen,dialogic,0,1,0,0,0,1,1,1,0,1,0,3,2,2
109,6,1,Programmieren lernen,instructive,0,0,0,0,0,0,1,1,0,0,1,3,4,4
110,1,4,Hund ausführen,instructive,0,0,0,0,0,0,0,1,0,1,0,2,2,2
110,2,3,Bild Zeichnen,dialogic,0,0,0,0,0,0,1,1,0,1,1,4,3,3
110,3,1,Programmieren lernen,dialogic,0,1,0,1,0,2,1,1,1,0,1,4,3,3
110,4,2,Geschichten schreiben,instructive,0,1,0,0,0,1,0,1,0,1,0,2,2,3
110,5,5,Videos drehen,instructive,0,1,0,0,0,1,0,1,0,1,1,3,2,2
110,6,6,Pflanzen gießen,dialogic,0,1,0,1,0,2,0,1,0,1,1,3,3,4
111,1,3,Bild Zeichnen,dialogic,0,0,0,0,0,0,0,1,0,1,1,3,3,3
111,2,4,Hund ausführen,instructive,0,1,0,0,0,1,0,1,1,1,0,3,2,2
111,3,6,Pflanzen gießen,dialogic,0,1,0,1,0,2,1,1,0,1,1,4,3,4
111,4,5,Videos drehen,dialogic,0,1,1,1,0,3,1,1,1,1,1,5,3,4
111,5,2,Geschichten schreiben,instructive,0,1,1,0,0,2,1,1,1,1,1,5,3,2
111,6,1,Programmieren lernen,instructive,0,1,0,1,0,2,1,1,1,0,1,4,2,3
112,1,2,Geschichten schreiben,dialogic,0,0,0,0,0,0,0,1,0,1,0,2,4,4
112,2,5,Videos drehen,dialogic,0,1,0,1,0,2,0,1,0,1,0,2,4,4
112,3,4,Hund ausführen,dialogic,0,1,0,1,0,2,0,1,0,1,1,3,3,3
112,4,6,Pflanzen gießen,instructive,0,0,0,0,0,0,0,1,0,1,0,2,1,1
112,5,1,Programmieren lernen,instructive,0,1,0,0,0,1,1,1,1,0,1,4,1,2
112,6,3,Bild Zeichnen,instructive,1,1,0,1,1,4,1,1,1,1,1,5,2,2
113,1,6,Pflanzen gießen,instructive,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,2,2
113,2,5,Videos drehen,dialogic,0,0,0,0,0,0,0,1,0,1,0,2,4,4
113,3,1,Programmieren lernen,dialogic,0,1,0,1,1,3,0,1,0,0,0,1,3,4
113,4,4,Hund ausführen,dialogic,0,1,0,0,0,1,0,1,0,1,0,2,4,4
113,5,2,Geschichten schreiben,instructive,0,1,0,0,0,1,1,1,0,1,1,4,3,2
113,6,3,Bild Zeichnen,instructive,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,3
114,1,4,Hund ausführen,instructive,0,0,0,0,0,0,0,1,0,1,0,2,3,2
114,2,3,Bild Zeichnen,dialogic,0,0,0,0,0,0,1,1,1,1,1,5,3,4
114,3,6,Pflanzen gießen,instructive,0,1,1,0,1,3,0,1,1,0,1,3,3,2
114,4,1,Programmieren lernen,dialogic,0,1,1,0,1,3,1,1,1,0,1,4,4,4
114,5,5,Videos drehen,instructive,0,1,0,0,0,1,0,1,1,1,0,3,3,2
114,6,2,Geschichten schreiben,dialogic,0,1,1,0,1,3,1,1,1,1,1,5,4,3
115,1,6,Pflanzen gießen,dialogic,1,1,1,1,1,5,1,1,1,1,1,5,2,2
115,2,4,Hund ausführen,instructive,1,1,1,1,1,5,1,1,1,1,1,5,3,4
115,3,3,Bild Zeichnen,instructive,1,1,1,1,1,5,1,1,1,1,1,5,3,4
115,4,5,Videos drehen,dialogic,1,1,1,1,1,5,1,1,1,1,1,5,2,3
115,5,1,Programmieren lernen,dialogic,1,1,0,1,1,4,1,1,1,1,1,5,2,3
115,6,2,Geschichten schreiben,instructive,1,1,1,1,1,5,1,1,1,1,1,5,4,4
116,1,5,Videos drehen,dialogic,0,0,0,0,0,0,0,1,0,1,0,2,2,2
116,2,1,Programmieren lernen,instructive,0,0,0,0,0,0,1,1,0,1,1,4,3,3
116,3,2,Geschichten schreiben,instructive,0,0,0,0,0,0,0,1,0,1,0,2,4,3
116,4,4,Hund ausführen,dialogic,0,0,0,0,0,0,1,1,0,1,1,4,3,3
116,5,6,Pflanzen gießen,dialogic,0,0,0,0,0,0,0,0,0,0,0,0,1,1
116,6,3,Bild Zeichnen,instructive,0,0,0,0,0,0,0,1,0,1,0,2,3,3
117,1,2,Geschichten schreiben,dialogic,0,1,0,0,0,1,1,1,0,1,1,4,3,3
117,2,1,Programmieren lernen,dialogic,0,1,0,1,0,2,1,1,0,1,1,4,4,4
117,3,3,Bild Zeichnen,instructive,0,1,0,0,0,1,1,1,1,1,1,5,2,1
117,4,5,Videos drehen,dialogic,0,1,0,0,0,1,1,1,1,0,1,4,3,4
117,5,6,Pflanzen gießen,instructive,1,1,0,1,1,4,1,1,1,1,1,5,1,2
117,6,4,Hund ausführen,instructive,1,1,1,0,1,4,1,1,1,1,1,5,2,2
118,1,1,Programmieren lernen,dialogic,1,1,1,1,1,5,1,1,1,1,1,5,1,1
118,2,5,Videos drehen,instructive,0,0,0,0,0,0,1,1,0,1,1,4,3,4
118,3,2,Geschichten schreiben,instructive,1,1,1,1,1,5,1,1,1,1,1,5,3,3
118,4,4,Hund ausführen,dialogic,1,1,0,1,1,4,1,1,0,1,1,4,2,1
118,5,3,Bild Zeichnen,instructive,0,0,0,0,0,0,1,1,1,1,1,5,4,3
118,6,6,Pflanzen gießen,dialogic,1,1,1,1,1,5,1,1,1,1,1,5,2,2
119,1,6,Pflanzen gießen,instructive,0,1,0,0,0,1,0,1,0,1,1,3,2,3
119,2,5,Videos drehen,dialogic,1,1,1,1,1,5,1,1,1,1,1,5,3,4
119,3,1,Programmieren lernen,instructive,0,1,0,0,1,2,1,1,1,1,1,5,3,3
119,4,3,Bild Zeichnen,instructive,0,0,0,0,0,0,0,1,0,1,0,2,2,2
119,5,4,Hund ausführen,dialogic,0,0,0,0,0,0,1,1,1,1,1,5,3,3
119,6,2,Geschichten schreiben,dialogic,0,0,0,0,0,0,1,1,0,1,1,4,3,3
120,1,3,Bild Zeichnen,instructive,0,0,0,0,0,0,1,1,0,1,1,4,3,3
120,2,1,Programmieren lernen,instructive,0,1,0,0,0,1,1,1,0,0,1,3,2,2
120,3,4,Hund ausführen,dialogic,0,0,0,0,0,0,0,1,0,1,1,3,3,3
120,4,6,Pflanzen gießen,dialogic,0,1,0,0,0,1,1,1,0,1,1,4,3,3
120,5,5,Videos drehen,dialogic,0,1,0,0,0,1,1,1,0,1,1,4,4,3
120,6,2,Geschichten schreiben,instructive,1,1,0,0,1,3,1,1,0,0,1,3,2,2
121,1,1,Programmieren lernen,instructive,0,1,0,0,1,2,1,0,0,1,1,3,2,2
121,2,2,Geschichten schreiben,dialogic,0,1,0,1,1,3,1,1,1,1,1,5,4,3
121,3,3,Bild Zeichnen,instructive,0,1,0,0,1,2,1,1,0,1,1,4,2,2
121,4,4,Hund ausführen,dialogic,0,1,0,0,1,2,1,1,1,1,1,5,4,4
121,5,6,Pflanzen gießen,dialogic,0,0,0,0,0,0,1,1,0,1,0,3,4,4
121,6,5,Videos drehen,instructive,0,1,0,1,0,2,1,1,0,1,1,4,1,2
122,1,5,Videos drehen,dialogic,1,1,1,0,1,4,1,1,1,1,1,5,3,3
122,2,1,Programmieren lernen,dialogic,0,1,0,0,0,1,1,1,1,1,1,5,3,3
122,3,6,Pflanzen gießen,instructive,1,1,1,1,1,5,1,1,1,1,1,5,4,3
122,4,4,Hund ausführen,instructive,0,0,0,0,0,0,1,1,0,1,0,3,4,3
122,5,2,Geschichten schreiben,instructive,1,1,0,1,0,3,1,1,0,1,1,4,4,4
122,6,3,Bild Zeichnen,dialogic,1,1,0,1,1,4,1,1,0,1,1,4,2,2
123,1,1,Programmieren lernen,dialogic,0,0,0,0,0,0,0,1,0,1,0,2,2,2
123,2,3,Bild Zeichnen,instructive,0,0,0,0,0,0,1,1,1,0,0,3,4,3
123,3,2,Geschichten schreiben,dialogic,0,1,0,1,0,2,0,1,0,1,1,3,2,3
123,4,6,Pflanzen gießen,instructive,0,1,0,1,0,2,1,1,0,1,1,4,3,3
123,5,5,Videos drehen,dialogic,0,1,0,0,0,1,0,1,0,1,1,3,2,2
123,6,4,Hund ausführen,instructive,0,1,0,1,0,2,1,1,1,1,1,5,3,3
124,1,6,Pflanzen gießen,instructive,0,0,0,0,0,0,0,1,0,1,0,2,2,2
124,2,3,Bild Zeichnen,dialogic,0,0,0,0,0,0,0,1,0,1,0,2,4,3
124,3,4,Hund ausführen,dialogic,0,1,0,0,0,1,0,1,0,1,1,3,3,3
124,4,5,Videos drehen,dialogic,0,0,0,0,0,0,0,1,0,1,0,2,4,3
124,5,2,Geschichten schreiben,instructive,0,1,0,1,0,2,0,1,0,1,0,2,2,2
124,6,1,Programmieren lernen,instructive,0,1,0,1,0,2,1,1,0,1,0,3,3,2
125,1,1,Programmieren lernen,instructive,0,0,0,0,0,0,0,1,0,1,1,3,3,3
125,2,2,Geschichten schreiben,instructive,0,0,0,0,0,0,0,1,0,1,1,3,4,3
125,3,4,Hund ausführen,dialogic,0,1,0,0,0,1,1,1,1,0,1,4,4,4
125,4,6,Pflanzen gießen,dialogic,1,1,1,0,0,3,1,1,1,1,1,5,4,4
125,5,3,Bild Zeichnen,dialogic,1,1,0,1,0,3,1,1,1,1,1,5,4,4
125,6,5,Videos drehen,instructive,1,1,1,0,0,3,1,1,0,1,1,4,2,2
126,1,4,Hund ausführen,dialogic,0,0,0,0,0,0,1,1,0,0,1,3,4,4
126,2,1,Programmieren lernen,instructive,0,0,0,0,0,0,1,1,0,1,1,4,2,3
126,3,3,Bild Zeichnen,dialogic,0,0,0,0,0,0,0,1,0,1,1,3,3,3
126,4,6,Pflanzen gießen,instructive,0,0,0,0,0,0,0,1,0,1,1,3,2,2
126,5,5,Videos drehen,instructive,0,0,0,0,0,0,0,1,0,1,0,2,3,3
126,6,2,Geschichten schreiben,dialogic,0,0,0,0,0,0,1,1,0,1,0,3,3,4
127,1,3,Bild Zeichnen,instructive,0,0,0,0,0,0,0,1,0,1,1,3,2,2
127,2,6,Pflanzen gießen,instructive,0,1,0,0,0,1,0,1,0,1,0,2,2,2
127,3,5,Videos drehen,dialogic,0,1,0,1,1,3,1,1,0,1,1,4,4,3
127,4,2,Geschichten schreiben,dialogic,0,1,0,1,0,2,0,1,0,1,1,3,4,3
127,5,4,Hund ausführen,instructive,0,0,0,0,0,0,1,1,0,1,1,4,2,3
127,6,1,Programmieren lernen,dialogic,0,0,0,0,0,0,1,1,0,1,1,4,4,4
128,1,4,Hund ausführen,dialogic,0,1,0,0,0,1,0,1,1,1,0,3,3,4
128,2,3,Bild Zeichnen,instructive,0,1,0,0,0,1,1,1,0,1,1,4,3,3
128,3,6,Pflanzen gießen,dialogic,0,1,0,1,1,3,1,1,1,0,1,4,3,4
128,4,1,Programmieren lernen,dialogic,0,0,0,0,0,0,0,0,0,0,0,0,3,3
128,5,5,Videos drehen,instructive,0,0,0,0,0,0,1,1,0,1,1,4,3,3
128,6,2,Geschichten schreiben,instructive,0,1,0,0,0,1,1,1,0,1,1,4,2,2
129,1,3,Bild Zeichnen,instructive,0,0,0,0,0,0,1,0,0,1,0,2,2,2
129,2,1,Programmieren lernen,dialogic,0,0,0,0,0,0,0,1,0,0,0,1,3,3
129,3,6,Pflanzen gießen,instructive,0,0,0,1,0,1,1,1,1,1,1,5,3,3
129,4,5,Videos drehen,instructive,0,0,0,0,0,0,0,1,0,1,1,3,2,3
129,5,4,Hund ausführen,dialogic,0,0,0,0,0,0,1,1,0,1,1,4,4,4
129,6,2,Geschichten schreiben,dialogic,0,0,0,0,0,0,1,1,0,1,1,4,4,4
130,1,1,Programmieren lernen,dialogic,0,0,0,0,0,0,0,1,0,1,0,2,2,2
130,2,5,Videos drehen,instructive,0,0,0,0,0,0,1,1,1,1,0,4,4,3
130,3,3,Bild Zeichnen,instructive,1,1,0,1,1,4,1,1,0,1,1,4,3,3
130,4,6,Pflanzen gießen,dialogic,0,1,0,1,0,2,1,1,0,1,0,3,2,1
130,5,4,Hund ausführen,dialogic,0,1,0,1,0,2,1,1,1,1,1,5,2,2
130,6,2,Geschichten schreiben,instructive,0,0,0,0,0,0,1,1,1,1,1,5,4,4
131,1,5,Videos drehen,instructive,1,1,1,1,1,5,1,1,1,1,1,5,4,3
131,2,1,Programmieren lernen,instructive,0,0,0,0,0,0,1,1,1,1,1,5,3,3
131,3,2,Geschichten schreiben,dialogic,0,0,0,0,0,0,1,1,0,1,1,4,2,2
131,4,6,Pflanzen gießen,dialogic,0,1,0,1,0,2,1,1,0,0,1,3,2,3
131,5,3,Bild Zeichnen,instructive,0,0,0,0,0,0,1,1,1,1,1,5,4,3
131,6,4,Hund ausführen,dialogic,0,0,0,0,0,0,1,0,0,1,1,3,2,2
132,1,5,Videos drehen,instructive,0,0,0,0,0,0,0,1,0,1,0,2,2,3
132,2,4,Hund ausführen,instructive,0,1,0,1,0,2,1,1,0,0,1,3,3,3
132,3,6,Pflanzen gießen,dialogic,0,1,0,1,0,2,1,1,0,1,1,4,3,3
132,4,3,Bild Zeichnen,dialogic,0,1,0,1,0,2,1,1,1,0,1,4,3,3
132,5,1,Programmieren lernen,dialogic,0,1,0,0,0,1,1,1,0,1,1,4,4,3
132,6,2,Geschichten schreiben,instructive,0,1,0,1,0,2,1,1,1,0,1,4,2,2
133,1,2,Geschichten schreiben,dialogic,0,1,0,0,0,1,0,1,0,1,0,2,3,3
133,2,3,Bild Zeichnen,instructive,0,1,0,1,0,2,1,1,1,1,1,5,3,3
133,3,1,Programmieren lernen,dialogic,1,1,1,1,1,5,1,1,0,1,1,4,3,3
133,4,6,Pflanzen gießen,instructive,1,1,0,1,1,4,1,1,1,1,1,5,2,2
133,5,4,Hund ausführen,instructive,0,1,0,0,1,2,1,1,0,1,1,4,3,2
133,6,5,Videos drehen,dialogic,0,1,0,1,0,2,1,1,0,1,0,3,4,3
134,1,2,Geschichten schreiben,instructive,0,0,0,0,0,0,0,1,0,1,0,2,3,3
134,2,5,Videos drehen,dialogic,0,0,0,0,0,0,1,1,0,1,0,3,2,2
134,3,1,Programmieren lernen,dialogic,0,1,0,0,0,1,1,1,0,1,0,3,2,2
134,4,4,Hund ausführen,instructive,0,1,0,1,0,2,1,1,0,1,1,4,3,3
134,5,3,Bild Zeichnen,instructive,0,1,0,1,0,2,1,1,0,1,1,4,3,3
134,6,6,Pflanzen gießen,dialogic,0,1,0,1,1,3,1,1,1,1,1,5,2,2
135,1,6,Pflanzen gießen,instructive,0,1,0,1,0,2,1,1,1,1,1,5,3,4
