child_id,trial_id,scen_id,scen_name,feedback_type,in_sp,in_ex,in_sa,in_ap,in_tp,initial_pq,re_sp,re_ex,re_sa,re_ap,re_tp,revised_pq,perct_moti,perct_help
135,2,2,Geschichten schreiben,dialogic,0,1,0,1,0,2,0,1,0,1,0,2,2,2
135,3,5,Videos drehen,dialogic,0,1,0,0,0,1,0,1,0,1,0,2,2,2
135,4,3,Bild Zeichnen,instructive,0,1,0,0,0,1,0,1,0,1,0,2,3,3
135,5,1,Programmieren lernen,dialogic,0,1,0,0,0,1,0,1,0,1,1,3,2,2
135,6,4,Hund ausführen,instructive,0,0,0,0,0,0,1,1,1,1,1,5,3,3
136,1,1,Programmieren lernen,dialogic,0,1,0,0,0,1,1,1,1,1,1,5,3,4
136,2,6,Pflanzen gießen,instructive,0,0,0,0,0,0,1,1,1,1,1,5,3,3
136,3,4,Hund ausführen,instructive,1,1,0,1,1,4,1,1,0,1,1,4,2,2
136,4,5,Videos drehen,instructive,0,0,0,0,0,0,1,1,0,1,0,3,3,2
136,5,2,Geschichten schreiben,dialogic,0,0,0,0,0,0,1,1,0,1,1,4,3,4
136,6,3,Bild Zeichnen,dialogic,0,0,0,0,0,0,1,1,1,0,1,4,3,4
137,1,2,Geschichten schreiben,dialogic,0,0,0,0,0,0,1,1,1,1,1,5,3,3
137,2,1,Programmieren lernen,instructive,1,1,1,1,1,5,1,1,1,1,1,5,3,3
137,3,4,Hund ausführen,dialogic,1,1,0,1,1,4,1,1,0,1,1,4,2,3
137,4,3,Bild Zeichnen,instructive,0,1,0,1,0,2,1,1,1,1,1,5,4,4
137,5,6,Pflanzen gießen,instructive,0,1,0,1,0,2,1,1,0,1,1,4,4,4
137,6,5,Videos drehen,dialogic,0,0,0,1,1,2,0,1,0,1,1,3,2,3
138,1,2,Geschichten schreiben,dialogic,0,0,0,0,0,0,1,1,1,1,1,5,3,3
138,2,3,Bild Zeichnen,dialogic,0,1,0,0,0,1,0,1,0,1,1,3,3,2
138,3,1,Programmieren lernen,instructive,0,1,0,1,0,2,0,1,0,1,0,2,4,4
138,4,6,Pflanzen gießen,instructive,0,1,0,0,0,1,0,1,0,1,1,3,3,3
138,5,4,Hund ausführen,instructive,0,1,0,1,0,2,1,1,1,1,1,5,3,3
138,6,5,Videos drehen,dialogic,1,1,1,1,1,5,1,1,1,1,1,5,2,2
139,1,3,Bild Zeichnen,instructive,0,1,0,1,0,2,0,1,0,0,0,1,1,2
139,2,2,Geschichten schreiben,instructive,0,0,0,0,0,0,0,1,0,0,0,1,1,2
139,3,1,Programmieren lernen,dialogic,0,0,0,0,0,0,1,1,1,1,1,5,4,4
139,4,6,Pflanzen gießen,instructive,1,1,1,1,1,5,1,1,1,1,1,5,2,2
139,5,5,Videos drehen,dialogic,0,0,0,0,0,0,1,1,0,1,0,3,4,4
139,6,4,Hund ausführen,dialogic,0,0,0,0,0,0,1,1,0,1,1,4,4,4
140,1,2,Geschichten schreiben,instructive,0,0,0,0,0,0,1,1,0,1,1,4,3,3
140,2,5,Videos drehen,dialogic,1,1,0,0,0,2,1,1,0,1,1,4,2,2
140,3,3,Bild Zeichnen,dialogic,1,1,1,0,1,4,1,1,1,1,1,5,2,2
140,4,6,Pflanzen gießen,instructive,0,1,0,0,0,1,1,1,1,1,1,5,4,3
140,5,1,Programmieren lernen,instructive,0,1,0,0,0,1,1,1,1,0,1,4,4,3
140,6,4,Hund ausführen,dialogic,1,0,1,0,0,2,1,1,1,1,1,5,3,3
141,1,3,Bild Zeichnen,dialogic,1,0,0,0,1,2,1,1,1,1,1,5,3,3
141,2,4,Hund ausführen,dialogic,0,1,0,1,0,2,1,1,0,1,1,4,3,2
141,3,1,Programmieren lernen,instructive,1,1,1,0,0,3,1,1,1,1,0,4,3,3
141,4,5,Videos drehen,instructive,1,1,1,1,1,5,1,1,1,1,1,5,3,3
141,5,6,Pflanzen gießen,instructive,1,1,0,1,0,3,1,1,0,1,0,3,3,3
141,6,2,Geschichten schreiben,dialogic,1,0,0,1,0,2,1,1,1,1,0,4,2,2
142,1,2,Geschichten schreiben,dialogic,1,1,1,1,1,5,1,1,1,1,1,5,3,3
142,2,5,Videos drehen,dialogic,1,1,1,1,1,5,1,1,1,1,1,5,1,1
142,3,1,Programmieren lernen,instructive,1,1,1,1,1,5,1,1,1,1,1,5,3,3
142,4,6,Pflanzen gießen,dialogic,1,1,1,1,1,5,1,1,1,1,1,5,2,3
142,5,3,Bild Zeichnen,instructive,1,0,0,1,1,3,1,0,0,1,1,3,3,4
142,6,4,Hund ausführen,instructive,0,0,0,0,0,0,1,1,1,1,1,5,4,4
143,1,1,Programmieren lernen,dialogic,0,0,0,0,0,0,1,1,0,1,1,4,4,3
143,2,6,Pflanzen gießen,dialogic,0,0,0,1,0,1,1,1,0,1,0,3,3,4
143,3,3,Bild Zeichnen,instructive,0,0,0,0,0,0,0,1,0,1,0,2,1,1
143,4,5,Videos drehen,instructive,0,0,0,0,0,0,1,1,0,1,0,3,2,2
143,5,2,Geschichten schreiben,instructive,0,1,0,0,0,1,1,1,0,1,1,4,3,2
143,6,4,Hund ausführen,dialogic,0,0,0,0,0,0,0,1,0,1,1,3,3,3
144,1,1,Programmieren lernen,instructive,0,0,0,0,0,0,0,1,0,0,0,1,2,3
144,2,6,Pflanzen gießen,instructive,0,1,0,0,0,1,0,1,0,1,1,3,3,3
144,3,3,Bild Zeichnen,instructive,0,0,0,0,0,0,0,1,1,0,0,2,3,3
144,4,5,Videos drehen,dialogic,0,1,0,0,0,1,1,1,0,1,1,4,4,4
144,5,2,Geschichten schreiben,dialogic,0,1,0,1,0,2,1,1,1,0,1,4,3,3
144,6,4,Hund ausführen,dialogic,1,1,1,0,0,3,1,1,0,1,1,4,4,4
145,1,2,Geschichten schreiben,dialogic,1,1,1,0,0,3,1,1,1,1,1,5,3,2
145,2,1,Programmieren lernen,dialogic,0,0,0,0,0,0,1,1,1,1,1,5,3,3
145,3,5,Videos drehen,instructive,0,1,0,1,0,2,1,1,1,1,1,5,3,4
145,4,3,Bild Zeichnen,instructive,1,1,1,0,1,4,1,1,1,1,1,5,3,4
145,5,4,Hund ausführen,dialogic,1,1,1,1,1,5,1,1,1,1,1,5,2,2
145,6,6,Pflanzen gießen,instructive,0,0,0,0,0,0,1,1,0,1,1,4,3,4
146,1,2,Geschichten schreiben,dialogic,1,1,1,1,1,5,1,1,1,1,1,5,3,4
146,2,3,Bild Zeichnen,instructive,0,1,0,1,0,2,1,1,1,1,1,5,3,3
146,3,4,Hund ausführen,dialogic,0,1,0,0,0,1,1,1,1,1,1,5,4,4
146,4,5,Videos drehen,instructive,0,1,0,0,0,1,1,1,1,1,1,5,3,3
146,5,1,Programmieren lernen,dialogic,1,1,1,1,1,5,1,1,1,1,1,5,4,4
146,6,6,Pflanzen gießen,instructive,1,1,0,1,0,3,1,1,0,1,1,4,2,2
147,1,1,Programmieren lernen,dialogic,0,1,0,0,0,1,1,1,1,0,1,4,1,2
147,2,6,Pflanzen gießen,instructive,0,0,0,1,0,1,1,1,1,1,1,5,3,4
147,3,4,Hund ausführen,dialogic,0,0,0,0,0,0,1,1,0,0,1,3,2,2
147,4,3,Bild Zeichnen,dialogic,0,0,0,0,0,0,1,1,0,0,1,3,2,2
147,5,2,Geschichten schreiben,instructive,0,0,0,0,0,0,1,1,0,1,1,4,4,3
147,6,5,Videos drehen,instructive,0,0,0,0,0,0,1,1,1,1,1,5,3,3
148,1,6,Pflanzen gießen,dialogic,0,0,0,0,0,0,1,1,0,0,1,3,2,2
148,2,4,Hund ausführen,dialogic,0,0,0,0,0,0,1,1,0,1,0,3,2,2
148,3,3,Bild Zeichnen,instructive,0,0,0,0,0,0,1,1,0,1,1,4,3,3
148,4,2,Geschichten schreiben,instructive,1,1,0,1,1,4,1,1,0,1,1,4,3,3
148,5,5,Videos drehen,instructive,0,1,0,1,0,2,0,1,0,0,0,1,3,3
148,6,1,Programmieren lernen,dialogic,0,0,0,0,0,0,0,1,0,1,0,2,2,2
149,1,6,Pflanzen gießen,instructive,0,1,0,0,0,1,1,1,0,1,1,4,3,4
149,2,2,Geschichten schreiben,instructive,0,1,0,1,1,3,1,1,1,1,1,5,3,3
149,3,4,Hund ausführen,dialogic,1,1,0,1,1,4,1,1,1,1,1,5,1,2
149,4,5,Videos drehen,dialogic,1,1,0,1,1,4,1,1,1,1,1,5,1,1
149,5,3,Bild Zeichnen,instructive,1,1,1,0,1,4,1,1,1,0,1,4,3,3
149,6,1,Programmieren lernen,dialogic,1,1,0,1,1,4,1,1,1,1,1,5,2,2
150,1,6,Pflanzen gießen,dialogic,0,1,0,1,0,2,0,1,0,1,1,3,3,4
150,2,4,Hund ausführen,instructive,0,1,0,1,0,2,0,1,0,1,0,2,2,2
150,3,2,Geschichten schreiben,dialogic,0,1,0,0,1,2,1,1,1,1,1,5,3,4
150,4,1,Programmieren lernen,instructive,0,0,0,0,0,0,0,1,0,1,0,2,2,2
150,5,5,Videos drehen,instructive,0,0,0,0,0,0,0,1,0,0,0,1,3,3
150,6,3,Bild Zeichnen,dialogic,0,1,0,0,0,1,0,1,0,0,0,1,3,4
151,1,5,Videos drehen,dialogic,0,0,0,0,0,0,0,1,0,1,0,2,3,1
151,2,2,Geschichten schreiben,instructive,0,0,0,0,0,0,0,1,0,1,0,2,4,4
151,3,4,Hund ausführen,instructive,0,0,0,0,0,0,1,1,0,0,1,3,3,2
151,4,3,Bild Zeichnen,dialogic,0,0,0,0,0,0,1,1,0,1,0,3,1,2
151,5,6,Pflanzen gießen,instructive,0,1,0,1,0,2,1,1,0,1,1,4,4,3
151,6,1,Programmieren lernen,dialogic,0,1,0,0,0,1,0,1,0,1,1,3,2,2
152,1,1,Programmieren lernen,instructive,0,1,0,1,1,3,1,1,1,1,1,5,3,3
152,2,5,Videos drehen,dialogic,1,1,1,1,1,5,1,1,1,1,1,5,2,2
152,3,6,Pflanzen gießen,dialogic,1,1,0,0,1,3,1,1,1,1,1,5,2,2
152,4,4,Hund ausführen,instructive,0,1,0,1,0,2,1,1,0,1,1,4,3,3
152,5,2,Geschichten schreiben,dialogic,0,1,0,1,0,2,1,1,1,1,1,5,2,1
152,6,3,Bild Zeichnen,instructive,0,1,0,0,0,1,1,1,0,1,1,4,4,3
153,1,1,Programmieren lernen,instructive,0,1,0,1,1,3,1,1,1,1,1,5,2,2
153,2,3,Bild Zeichnen,dialogic,0,0,0,0,0,0,0,1,0,1,0,2,4,4
153,3,4,Hund ausführen,dialogic,0,0,0,0,0,0,1,1,0,1,1,4,4,4
153,4,6,Pflanzen gießen,dialogic,1,1,1,1,1,5,1,1,1,1,1,5,3,4
153,5,5,Videos drehen,instructive,0,0,0,0,0,0,1,1,0,1,1,4,3,3
153,6,2,Geschichten schreiben,instructive,0,0,0,0,0,0,0,1,0,1,0,2,2,2
154,1,6,Pflanzen gießen,instructive,0,1,0,1,1,3,1,1,1,1,1,5,4,4
154,2,3,Bild Zeichnen,dialogic,0,1,0,1,0,2,1,1,0,1,1,4,3,3
154,3,4,Hund ausführen,instructive,0,0,0,0,0,0,1,1,0,1,1,4,4,4
154,4,5,Videos drehen,dialogic,0,0,0,0,0,0,0,1,0,1,0,2,2,2
154,5,2,Geschichten schreiben,dialogic,0,0,0,0,0,0,1,1,0,1,1,4,2,3
154,6,1,Programmieren lernen,instructive,0,0,0,0,0,0,1,1,0,1,1,4,4,4
155,1,2,Geschichten schreiben,dialogic,0,0,0,0,0,0,1,1,1,1,1,5,3,4
155,2,4,Hund ausführen,instructive,0,0,0,0,0,0,1,1,0,1,1,4,2,3
155,3,5,Videos drehen,instructive,0,1,0,0,0,1,1,1,1,0,1,4,2,3
155,4,3,Bild Zeichnen,dialogic,1,1,0,1,1,4,1,1,1,1,1,5,3,4
155,5,1,Programmieren lernen,instructive,0,0,0,0,0,0,0,1,0,1,0,2,2,2
155,6,6,Pflanzen gießen,dialogic,1,0,0,0,0,1,1,1,0,1,1,4,3,4
156,1,3,Bild Zeichnen,dialogic,0,0,0,0,0,0,0,1,0,1,1,3,3,4
156,2,4,Hund ausführen,instructive,0,1,0,1,0,2,0,1,0,1,0,2,2,2
156,3,6,Pflanzen gießen,instructive,0,1,0,0,0,1,0,1,1,1,0,3,2,2
156,4,2,Geschichten schreiben,dialogic,0,1,0,1,0,2,1,1,1,1,1,5,4,4
156,5,5,Videos drehen,dialogic,0,1,0,0,0,1,1,1,0,1,1,4,4,4
156,6,1,Programmieren lernen,instructive,0,1,0,1,0,2,1,1,0,1,1,4,3,3
157,1,6,Pflanzen gießen,instructive,1,1,1,1,1,5,1,1,1,1,1,5,2,3
157,2,5,Videos drehen,dialogic,0,0,0,0,0,0,0,1,1,1,0,3,4,4
157,3,2,Geschichten schreiben,instructive,1,1,0,0,1,3,1,1,1,1,1,5,2,2
157,4,4,Hund ausführen,dialogic,0,0,0,0,0,0,1,1,0,1,0,3,4,4
157,5,1,Programmieren lernen,dialogic,1,1,1,0,1,4,1,1,1,1,1,5,4,4
157,6,3,Bild Zeichnen,instructive,1,1,0,1,1,4,1,1,1,1,1,5,2,2
158,1,3,Bild Zeichnen,dialogic,0,1,0,1,0,2,1,1,1,1,1,5,3,3
158,2,1,Programmieren lernen,instructive,1,1,1,1,1,5,1,1,1,1,1,5,4,3
158,3,4,Hund ausführen,instructive,1,1,1,1,1,5,1,1,1,1,1,5,3,3
158,4,5,Videos drehen,dialogic,1,1,0,1,1,4,1,1,1,1,1,5,3,2
158,5,2,Geschichten schreiben,instructive,1,1,1,1,1,5,1,1,1,1,1,5,2,4
158,6,6,Pflanzen gießen,dialogic,1,1,0,1,1,4,1,1,1,1,1,5,2,2
159,1,6,Pflanzen gießen,dialogic,0,0,0,0,0,0,1,1,0,0,0,2,4,4
159,2,2,Geschichten schreiben,instructive,0,1,1,1,0,3,1,1,1,1,0,4,3,2
159,3,5,Videos drehen,instructive,0,0,0,0,0,0,1,1,1,1,1,5,1,3
159,4,3,Bild Zeichnen,instructive,1,1,0,0,1,3,1,1,0,1,0,3,2,1
159,5,4,Hund ausführen,dialogic,0,1,1,1,0,3,1,1,1,1,1,5,4,4
159,6,1,Programmieren lernen,dialogic,1,0,0,1,0,2,1,1,1,1,1,5,4,4
160,1,4,Hund ausführen,dialogic,0,1,1,1,0,3,1,1,1,1,1,5,2,2
160,2,5,Videos drehen,instructive,1,1,0,1,1,4,1,1,0,1,1,4,3,3
160,3,6,Pflanzen gießen,dialogic,1,1,0,1,1,4,1,1,0,1,1,4,2,2
160,4,1,Programmieren lernen,dialogic,1,0,0,0,0,1,0,1,1,1,0,3,2,2
160,5,3,Bild Zeichnen,instructive,0,0,0,0,0,0,0,1,0,1,0,2,4,3
160,6,2,Geschichten schreiben,instructive,1,1,0,1,0,3,1,1,1,1,1,5,3,3
161,1,5,Videos drehen,dialogic,0,0,0,0,0,0,0,1,1,1,0,3,1,1
161,2,4,Hund ausführen,dialogic,0,1,0,0,0,1,0,1,0,1,1,3,1,1
161,3,2,Geschichten schreiben,dialogic,0,0,0,0,0,0,0,1,0,1,1,3,2,2
161,4,1,Programmieren lernen,instructive,1,1,1,0,1,4,1,1,1,1,1,5,4,4
161,5,6,Pflanzen gießen,instructive,0,0,0,0,0,0,1,1,0,1,1,4,4,4
161,6,3,Bild Zeichnen,instructive,0,0,0,0,0,0,1,1,0,1,1,4,3,4
162,1,1,Programmieren lernen,instructive,0,0,0,0,0,0,1,1,0,1,0,3,1,1
162,2,2,Geschichten schreiben,dialogic,0,0,0,0,0,0,1,1,1,1,1,5,1,1
162,3,6,Pflanzen gießen,instructive,0,0,0,0,0,0,1,1,0,1,1,4,1,1
162,4,4,Hund ausführen,dialogic,1,1,0,0,1,3,1,1,1,1,1,5,1,1
162,5,3,Bild Zeichnen,instructive,0,0,0,0,0,0,1,1,1,0,0,3,1,1
162,6,5,Videos drehen,dialogic,0,0,0,0,0,0,1,1,1,1,1,5,1,1
163,1,6,Pflanzen gießen,dialogic,1,1,0,1,1,4,1,1,1,1,1,5,4,4
163,2,4,Hund ausführen,instructive,0,1,0,1,0,2,0,1,0,1,1,3,1,1
163,3,5,Videos drehen,instructive,0,1,0,0,0,1,1,1,0,1,1,4,1,1
163,4,3,Bild Zeichnen,instructive,0,0,0,0,0,0,1,1,1,1,1,5,1,1
163,5,2,Geschichten schreiben,dialogic,0,0,0,0,0,0,1,1,1,1,0,4,1,1
163,6,1,Programmieren lernen,dialogic,1,1,0,0,0,2,0,1,0,1,1,3,1,1
164,1,3,Bild Zeichnen,instructive,0,0,0,0,0,0,1,1,1,1,1,5,3,3
164,2,1,Programmieren lernen,dialogic,0,0,0,0,0,0,0,1,0,1,1,3,3,4
164,3,5,Videos drehen,dialogic,0,0,0,0,0,0,0,1,0,1,0,2,4,4
164,4,4,Hund ausführen,dialogic,0,1,0,1,0,2,1,1,0,1,1,4,3,3
164,5,2,Geschichten schreiben,instructive,0,1,1,1,0,3,1,1,1,1,1,5,2,2
164,6,6,Pflanzen gießen,instructive,0,0,0,1,0,1,1,1,0,1,1,4,3,2
165,1,1,Programmieren lernen,instructive,1,1,1,1,1,5,1,1,1,1,1,5,3,2
165,2,5,Videos drehen,instructive,1,1,1,1,1,5,1,1,1,1,1,5,2,2
165,3,2,Geschichten schreiben,instructive,1,1,1,1,1,5,1,1,1,1,1,5,2,2
165,4,6,Pflanzen gießen,dialogic,1,1,0,1,1,4,1,1,1,1,1,5,1,1
165,5,4,Hund ausführen,dialogic,1,1,0,0,1,3,1,1,1,0,1,4,1,1
165,6,3,Bild Zeichnen,dialogic,0,1,0,1,0,2,1,1,1,1,1,5,2,1
166,1,4,Hund ausführen,dialogic,1,1,0,1,0,3,1,1,1,1,1,5,3,3
166,2,3,Bild Zeichnen,dialogic,0,0,0,0,0,0,1,0,0,1,1,3,3,3
166,3,6,Pflanzen gießen,instructive,0,0,0,0,0,0,1,1,1,1,1,5,2,2
166,4,1,Programmieren lernen,instructive,0,0,0,0,0,0,1,1,0,1,1,4,3,3
166,5,2,Geschichten schreiben,dialogic,0,0,0,0,0,0,1,1,0,0,0,2,4,4
166,6,5,Videos drehen,instructive,0,0,0,0,0,0,1,1,1,1,1,5,3,3
167,1,6,Pflanzen gießen,dialogic,0,0,0,0,0,0,0,1,0,1,1,3,3,2
167,2,4,Hund ausführen,dialogic,0,1,0,0,0,1,0,1,0,0,0,1,2,1
167,3,1,Programmieren lernen,instructive,0,0,0,0,0,0,1,1,1,0,0,3,3,3
167,4,2,Geschichten schreiben,dialogic,0,1,0,1,0,2,0,1,0,1,0,2,2,1
167,5,3,Bild Zeichnen,instructive,0,1,0,0,0,1,0,1,0,1,1,3,3,3
167,6,5,Videos drehen,instructive,0,1,1,1,0,3,1,1,1,1,1,5,3,3
168,1,3,Bild Zeichnen,instructive,0,0,0,0,0,0,0,1,0,1,1,3,3,4
168,2,5,Videos drehen,instructive,0,0,0,0,0,0,1,1,0,1,0,3,4,4
168,3,2,Geschichten schreiben,instructive,0,0,0,0,0,0,1,1,0,1,1,4,4,4
168,4,4,Hund ausführen,dialogic,0,0,0,0,0,0,1,1,0,0,1,3,1,2
168,5,1,Programmieren lernen,dialogic,0,1,0,0,0,1,1,1,0,1,0,3,2,3
168,6,6,Pflanzen gießen,dialogic,0,0,0,0,0,0,1,1,0,1,1,4,3,3
169,1,5,Videos drehen,dialogic,0,1,0,1,0,2,1,1,1,1,1,5,2,3
169,2,4,Hund ausführen,dialogic,0,0,0,0,0,0,0,1,0,1,1,3,3,2
169,3,1,Programmieren lernen,instructive,0,1,0,1,0,2,1,1,0,1,0,3,3,3
169,4,2,Geschichten schreiben,instructive,0,1,0,0,0,1,1,1,0,1,1,4,3,3
169,5,6,Pflanzen gießen,dialogic,0,0,0,1,0,1,1,1,1,1,1,5,3,3
169,6,3,Bild Zeichnen,instructive,0,1,0,0,0,1,0,1,0,1,0,2,3,4
170,1,2,Geschichten schreiben,instructive,0,1,0,0,0,1,1,1,1,0,1,4,4,4
170,2,5,Videos drehen,dialogic,0,0,0,0,0,0,1,1,1,0,1,4,1,3
170,3,6,Pflanzen gießen,dialogic,0,0,0,0,0,0,0,1,0,1,1,3,3,3
170,4,4,Hund ausführen,instructive,0,1,0,1,1,3,0,1,0,1,1,3,4,4
170,5,3,Bild Zeichnen,dialogic,0,0,0,0,0,0,1,1,0,1,0,3,3,3
170,6,1,Programmieren lernen,instructive,0,0,0,0,0,0,1,1,0,1,1,4,4,4
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
